Time_s,ax_g,ay_g,az_g,wx_deg_s,wy_deg_s,wz_deg_s,AngleX_deg,AngleY_deg,AngleZ_deg,Label
57:42.9,0.9858,0.1299,-0.1509,0.3662,1.2207,0.3052,137.417,-78.2776,55.3326,squat 
57:43.0,0.9805,0.1328,-0.1523,0.6714,-0.3052,0.4883,137.5378,-78.316,55.1678,squat 
57:43.0,0.9854,0.1318,-0.1504,0.1221,0.061,0.6104,137.818,-78.3435,54.8438,squat 
57:43.0,0.9761,0.1416,-0.1509,-0.1221,0.5493,0.4883,138.0432,-78.4094,54.5801,squat 
57:43.2,0.9839,0.123,-0.1533,1.1597,0.2441,2.1973,138.5376,-78.4918,54.0033,squat 
57:43.2,0.9844,0.1343,-0.144,2.3804,0.7935,-0.7324,138.4991,-78.6401,54.0692,squat 
57:43.4,0.9888,0.124,-0.1479,1.2817,-0.1831,0.2441,138.3948,-78.6841,54.1846,squat 
57:43.4,0.981,0.1299,-0.1465,0.4272,0,-0.3662,138.2355,-78.717,54.3604,squat 
57:43.5,0.9824,0.1323,-0.1431,-1.4648,-0.1221,-0.5493,138.1201,-78.7061,54.3878,squat 
57:43.7,0.9834,0.1235,-0.1475,-0.8545,-0.6714,-0.061,138.0762,-78.6841,54.2615,squat 
57:43.9,0.9814,0.1328,-0.1421,-0.4883,1.2817,-0.8545,138.0762,-78.7225,54.212,squat 
57:43.9,0.9824,0.1279,-0.147,-0.2441,-1.5869,-0.6714,137.9333,-78.6841,54.2725,squat 
57:43.9,0.9854,0.1274,-0.145,0.6104,-0.2441,-0.5493,137.8564,-78.6511,54.2999,squat 
57:44.3,0.9854,0.1372,-0.1455,0.3052,0.1831,-0.061,137.7905,-78.6401,54.3878,squat 
57:44.3,0.9775,0.1289,-0.1445,0.1221,1.0986,-0.7935,137.5323,-78.6237,54.5966,squat 
57:44.5,0.9829,0.1392,-0.1421,-0.4272,0.3052,0.3052,137.4994,-78.6292,54.6185,squat 
57:44.5,0.9834,0.1279,-0.1431,-0.3052,0.3662,0.3662,137.5049,-78.6401,54.5746,squat 
57:44.5,0.9771,0.1294,-0.1504,-0.4272,0.2441,1.1597,137.6367,-78.6511,54.4098,squat 
57:44.7,1.0073,0.1294,-0.1606,4.0283,1.5869,5.6763,138.4552,-79.0302,53.7506,squat 
57:44.7,0.9873,0.1694,-0.1411,-2.2583,5.0049,3.1128,138.3618,-79.3707,53.866,squat 
57:44.7,0.9819,0.0981,-0.1304,-2.1362,0.8545,1.9531,138.0487,-79.4476,53.7616,squat 
57:44.9,0.9775,0.1025,-0.1255,-2.0752,-0.4272,2.2583,138.1036,-79.7388,53.5913,squat 
57:44.9,0.9766,0.1108,-0.1313,2.9297,4.3945,2.5024,138.0322,-80.1398,53.7012,squat 
57:45.1,0.9868,0.1807,-0.1069,4.0283,5.9204,-4.5776,136.2854,-80.4968,55.9259,squat 
57:45.1,0.9888,0.2153,-0.0771,-17.395,1.2207,-10.1929,130.7373,-80.2222,61.5399,squat 
57:45.3,0.9707,0.1738,-0.0586,-13.4277,5.249,-30.3955,120.1685,-79.0302,71.0101,squat 
57:45.3,1.0581,0.2412,0.0186,-4.0283,18.4326,-46.5088,105.3644,-75.8936,86.2646,squat 
57:45.4,0.896,0.3013,0.0229,-10.5591,29.9072,-23.9868,90.4395,-72.3724,101.5906,squat 
57:45.6,0.8403,0.4497,0.1152,5.188,20.4468,-8.0566,82.6831,-70.4773,110.7312,squat 
57:45.6,0.8662,0.3867,0.2227,-9.7046,23.7427,19.4092,74.2676,-70.1642,120.498,squat 
57:45.8,0.9053,0.5229,0.2202,13.6719,3.54,8.2397,69.1425,-71.7023,129.3915,squat 
57:45.8,1.167,0.0918,-0.082,-80.3223,-60.6079,36.2549,83.194,-73.526,118.5974,squat 
57:46.0,0.8843,0.3989,-0.2227,43.0298,7.2021,90.9424,99.4263,-75.564,105.7764,squat 
57:46.0,1.0308,0.2461,-0.0229,-13.2446,74.4019,12.3901,122.6239,-76.1133,82.2052,squat 
57:46.2,0.9233,0.0991,-0.2656,41.5039,-13.4277,1.4038,137.2247,-75.6793,69.5544,squat 
57:46.2,0.8926,0.2676,-0.2476,-10.3149,-17.7002,25.6958,150.6555,-74.9048,56.9751,squat 
57:46.3,0.9585,0.4829,-0.3374,23.6816,16.3574,33.3252,163.2788,-75.1135,45.1868,squat 
57:46.4,1.1997,0.0557,-0.2759,-40.4053,69.7021,-32.7759,160.0653,-77.0856,49.411,squat 
57:46.5,1.1733,-0.1157,-0.2344,50.1709,25.2686,-92.5293,113.4558,-76.9702,94.2682,squat 
57:46.7,0.8999,0.2617,-0.0254,-103.3325,57.9834,-70.3125,90.9229,-70.9003,113.4943,squat 
57:46.7,0.7944,0.0273,0.0254,-30.6396,26.3062,-29.2358,75.3827,-66.9342,121.1188,squat 
57:46.8,0.8389,0.4517,0.3511,-31.4941,3.3569,37.5366,69.9335,-67.6923,125.2716,squat 
57:46.9,6.4575,3.4878,1.0552,19.7144,-133.728,30.3345,76.4319,-71.3947,123.3765,squat 
57:47.1,0.7578,-0.3862,-0.2363,110.2905,-116.1499,20.5688,93.9221,-73.4326,105.0513,squat 
57:47.1,0.9824,-0.1099,-0.2861,80.6885,-81.7871,9.9487,119.9103,-75.5859,81.9141,squat 
57:47.4,0.7715,0.1436,-0.2036,-20.3247,-86.792,33.02,127.6117,-75.4431,74.9377,squat 
57:47.4,0.8145,0.4644,-0.292,16.0522,-20.874,31.4941,145.7996,-73.9874,57.832,squat 
57:47.4,0.937,0.3306,-0.3379,20.2026,2.0752,18.6768,154.1602,-74.8389,53.6298,squat 
57:47.6,1.1987,0.0664,-0.2495,-35.1563,71.2891,-31.1279,146.1401,-76.6351,66.9891,squat 
57:47.6,0.979,-0.0488,-0.1758,47.1191,41.8091,-62.1948,105.6995,-76.311,108.1824,squat 
57:47.8,0.9194,0.1089,0.0205,-106.0791,56.5186,-43.7622,88.5883,-71.1035,121.2341,squat 
57:47.8,0.8301,0.1763,0.0239,-42.5415,14.5874,-22.0337,80.9143,-68.2031,123.1567,squat 
57:48.0,0.9102,0.2378,0.1157,-8.9111,8.2397,45.8374,74.3555,-70.741,126.2604,squat 
57:48.0,1.1567,0.5342,0.1733,-103.5767,-89.9048,4.9438,80.0629,-71.8561,122.0801,squat 
57:48.2,1.1323,-0.2471,0.0405,10.5591,-30.6396,13.6108,91.0327,-76.5857,106.2433,squat 
57:48.2,0.9624,0.0776,-0.3521,-5.9204,-72.4487,-5.7373,115.9222,-76.2286,80.6506,squat 
57:48.4,0.9209,0.1548,-0.2344,3.6621,-55.9082,15.8081,123.4863,-76.3824,68.6041,squat 
57:48.4,0.9243,0.3042,-0.2329,28.0151,-22.1558,0,132.4896,-76.1847,58.5077,squat 
57:48.7,0.9819,0.1196,-0.2266,-10.1318,-10.8032,13.6719,137.6642,-75.9979,50.625,squat 
57:48.7,0.9766,0.1597,-0.1895,-2.7466,6.958,2.5024,139.5264,-76.0199,46.4557,squat 
57:48.7,0.9771,0.1538,-0.1851,1.77,3.6621,1.2207,139.8999,-76.3989,44.8846,squat 
57:48.8,0.9609,0.1182,-0.1743,-11.5356,2.3804,8.4839,138.8452,-77.0032,44.7144,squat 
57:49.1,0.958,0.2183,-0.1392,8.728,9.2163,-0.6714,138.2574,-77.5745,44.8846,squat 
57:49.1,0.9785,0.1489,-0.1431,-2.7466,0.9155,2.5635,136.7358,-77.8656,46.1426,squat 
57:49.1,0.9751,0.1538,-0.1396,1.9531,5.0659,-0.1831,135.9943,-78.1677,46.5875,squat 
57:49.3,0.9761,0.1768,-0.1201,2.3193,2.4414,0.9766,134.7528,-78.4589,47.8345,squat 
57:49.3,0.9805,0.165,-0.1235,2.2583,0.9766,-1.4038,134.0387,-78.5632,48.6969,squat 
57:49.5,0.98,0.1553,-0.125,2.8076,1.77,-0.3662,133.4729,-78.5413,49.3835,squat 
57:49.5,0.9761,0.1743,-0.1187,-0.061,4.2114,2.6245,133.0115,-78.7775,49.9713,squat 
57:49.7,0.9795,0.1987,-0.1118,1.9531,0.4272,0,132.4567,-79.0082,50.6305,squat 
57:49.7,0.981,0.1699,-0.1211,-3.8452,-1.4038,1.3428,132.0776,-78.9093,50.7239,squat 
57:49.9,0.9834,0.1626,-0.1235,-0.6104,-0.5493,1.2817,131.8414,-78.9038,50.5151,squat 
57:49.9,0.9824,0.1621,-0.1274,-0.3052,-0.9766,0.3662,131.781,-78.8104,50.3558,squat 
57:50.1,0.9824,0.1641,-0.1255,-1.5869,0.1221,0.3662,131.5668,-78.8269,50.3943,squat 
57:50.1,0.9834,0.1611,-0.126,-1.4038,0.2441,0.3662,131.1658,-78.8324,50.603,squat 
57:50.3,0.9805,0.1577,-0.1221,0.9766,1.0376,-0.6104,130.7043,-78.7994,50.9601,squat 
57:50.3,0.9829,0.1772,-0.1147,0.9766,1.1597,-0.4883,130.0946,-78.8324,51.6193,squat 
57:50.5,0.9858,0.1704,-0.1206,0.7935,0.2441,-0.4272,129.4904,-78.783,52.262,squat 
57:50.5,0.9849,0.1709,-0.1152,0.7324,0,-0.6714,128.8531,-78.717,52.9486,squat 
57:50.7,0.979,0.168,-0.1182,0.9155,-0.6714,0,128.6499,-78.6401,53.2068,squat 
57:50.7,0.98,0.166,-0.1216,0.3662,-0.3052,1.5869,128.8257,-78.6072,53.031,squat 
57:50.9,0.9805,0.1665,-0.1191,-0.5493,-1.0376,-0.3662,128.9301,-78.5632,52.9211,squat 
57:50.9,0.9795,0.1597,-0.1211,0,-0.3052,-0.3052,128.996,-78.5028,52.7673,squat 
57:51.1,0.9858,0.1665,-0.1216,1.0986,0.3662,0.061,128.9301,-78.4863,52.8497,squat 
57:51.1,0.979,0.167,-0.1211,0.2441,0.4272,-0.9766,128.5126,-78.4314,53.3002,squat 
57:51.3,0.9814,0.1611,-0.123,-0.3662,0.1831,0.4272,128.3588,-78.4039,53.4045,squat 
57:51.3,0.981,0.1704,-0.1191,-0.2441,0.3662,0.2441,128.2764,-78.3984,53.4869,squat 
03:45.7,0.9907,0.147,-0.0264,-0.061,0.6104,0.3662,100.5688,-81.7712,96.6302,lunge
03:45.8,0.9946,0.1489,-0.0508,-3.7842,-0.6714,2.2583,100.5634,-81.8042,96.4325,lunge
03:46.0,1.02,0.0498,-0.083,-4.3335,8.3618,10.5591,99.5801,-82.749,96.1743,lunge
03:46.0,1.0288,0.0396,-0.0518,11.5356,25.6958,-19.3481,87.3798,-82.4799,108.3307,lunge
03:46.1,0.9487,-0.0283,-0.0107,44.0063,34.5459,4.8828,70.4333,-81.4087,127.0898,lunge
03:46.2,0.9258,0.1235,0.1641,-7.8125,-11.4136,2.1973,68.8074,-82.2491,131.38,lunge
03:46.3,1.1021,-0.1084,-0.0073,117.7979,5.0659,57.251,53.042,-85.6934,152.9846,lunge
03:46.6,0.9902,-0.1226,0.105,52.1851,19.5923,36.0718,5.3778,-85.3693,-151.9464,lunge
03:46.6,0.9268,-0.1855,0.0928,125.1831,42.2974,22.9492,-7.9486,-81.579,-129.4574,lunge
03:46.6,0.8867,0.1636,0.2134,136.2915,-2.6855,5.6763,-2.1533,-80.6232,-122.2449,lunge
03:46.8,0.9126,0.2256,0.3037,70.7397,-13.3667,-9.5825,11.0962,-81.8152,-127.749,lunge
03:46.8,1.0234,-0.2451,-0.1494,95.8252,-84.9609,10.3149,42.3468,-84.6881,-153.5944,lunge
03:47.0,0.9014,0.3672,-0.3418,153.9307,-11.9019,-20.752,105.1556,-85.4407,155.5884,lunge
03:47.1,1.0156,-0.0635,-0.1855,96.7407,-28.0762,28.6865,146.4862,-83.7817,119.3774,lunge
03:47.3,0.9907,0.4653,-0.063,107.2998,-17.7002,-0.1831,173.9795,-82.4579,101.0413,lunge
03:47.3,1.0366,0.1831,-0.0562,28.3813,-24.0479,39.1846,-176.0065,-80.321,93.252,lunge
03:47.5,1.0566,0.2808,-0.0977,17.0288,-8.7891,18.6768,-163.103,-78.0249,81.0901,lunge
03:47.5,1.085,0.1367,0.0283,29.6021,80.8716,-93.0786,-179.7803,-80.2167,95.5371,lunge
03:47.5,1.0791,-0.1323,0.0688,5.4932,78.4912,-92.7734,95.8612,-80.3046,179.0057,lunge
03:47.7,0.7339,0.0552,0.1162,-23.2544,86.9751,-52.063,64.9347,-71.0486,-153.501,lunge
03:47.7,0.6284,0.1592,0.249,36.9263,-0.1221,3.1738,54.5691,-66.1707,-146.2994,lunge
03:48.0,0.7207,0.8354,0.3579,6.4087,-38.7573,18.7988,54.1022,-70.7794,-145.9589,lunge
03:48.0,0.4185,-1.3887,-0.5679,-103.6987,127.5024,51.4526,55.3986,-77.7557,-161.554,lunge
03:48.0,1.0938,0.542,-0.4194,5.249,-126.2207,76.0498,84.4189,-84.408,170.365,lunge
03:48.1,0.8906,0.1406,-0.0459,82.4585,-26.7944,-5.0049,114.7687,-85.5396,139.9878,lunge
03:48.3,1.0239,0.3467,-0.0269,-23.3765,24.6582,41.5649,176.4569,-82.5183,79.184,lunge
03:48.4,1.0156,0.3496,-0.1401,2.3193,5.5542,31.5552,-164.762,-82.771,59.0295,lunge
03:48.5,1.1348,-0.2837,-0.0103,-75.9277,145.874,-80.7495,147.3816,-86.5558,101.2061,lunge
03:48.7,1.0269,0.4243,0.0815,30.0903,19.2261,-126.1597,74.5038,-77.547,172.1887,lunge
03:48.7,0.7295,0.0889,-0.0288,-170.6543,18.4937,-41.5649,63.4076,-67.8516,172.7655,lunge
03:49.0,0.6475,0.0728,0.0762,-24.4141,-42.1753,1.5259,55.7336,-67.1375,169.4147,lunge
03:49.0,1.3164,0.5146,0.5801,-35.9497,5.9204,39.3066,49.1473,-72.4878,172.5128,lunge
03:49.0,0.2349,-0.4927,-0.3916,14.2212,25.0854,26.123,42.2754,-74.3555,176.413,lunge
03:49.2,0.8896,0.5713,-0.1436,-27.771,-42.0532,40.9546,55.6293,-83.183,163.1415,lunge
03:49.2,0.8145,0.1992,-0.0659,-83.7402,-55.9692,17.0898,86.792,-84.9792,123.3875,lunge
03:49.2,0.9819,0.1289,-0.1816,-66.9556,-19.4702,41.5649,156.2476,-83.5345,47.2632,lunge
03:49.4,1.0444,0.1108,-0.1299,-20.752,-13.916,-11.1084,164.2181,-82.76,33.5742,lunge
03:49.5,0.9336,0.105,-0.1514,-129.0283,164.3677,-83.6792,95.202,-81.7657,99.0637,lunge
03:49.5,0.9795,0.3853,-0.165,-143.3105,-25.1465,-65.6738,76.0638,-76.0364,103.9856,lunge
03:49.7,0.9297,0.0562,-0.2388,-216.6748,-33.5083,-33.8135,69.7961,-72.0428,90.6262,lunge
03:49.7,0.8945,0.1714,-0.0913,-158.2031,-35.0952,19.9585,68.5931,-73.5425,73.7402,lunge
03:50.0,1.0088,-0.3291,-0.0786,-327.2705,-3.2959,21.2402,39.1168,-76.8274,78.5962,lunge
03:50.2,0.9937,-0.2012,-0.0596,68.8477,-142.5781,-14.5264,35.2606,-84.2212,73.4985,lunge
03:50.2,0.7646,0.6631,-0.1831,-229.187,-33.8135,-6.1035,68.2306,-82.5623,33.2391,lunge
03:50.2,1.0239,-0.1328,-0.2681,-166.9922,-49.4385,32.2266,98.064,-83.952,-22.5604,lunge
03:50.4,1.0718,-0.0923,-0.1758,-79.2847,2.8076,-7.2021,105.8972,-84.4794,-45.2692,lunge
03:50.4,0.978,0,-0.2949,-96.0693,15.564,-9.8267,84.7815,-82.9028,-33.1238,lunge
03:50.6,0.9863,-0.0874,-0.0537,-80.7495,69.2139,18.9209,32.3602,-82.9907,6.1523,lunge
03:50.6,0.8521,-0.0713,0.0244,-37.9639,46.875,7.5073,9.5471,-79.6179,21.687,lunge
03:50.8,1.0693,-0.0596,0.6182,46.6919,12.7563,-48.7671,10.7556,-76.0254,15.5676,lunge
03:50.8,1.0127,0.0327,0.3589,-143.4937,-22.4609,-100.0366,31.0693,-74.1632,-13.4637,lunge
03:50.8,0.689,0.1704,0.0679,-26.001,-103.6377,-87.7686,53.2837,-70.9058,-51.4764,lunge
03:50.9,0.9038,-0.0977,0.1768,-38.6963,-51.5137,-6.8359,71.2079,-71.499,-80.1837,lunge
03:51.2,0.8081,0.3843,0.1489,-14.2822,-35.2173,13.916,81.2,-72.8284,-95.1251,lunge
03:51.2,0.6987,-0.4526,-0.0103,206.7871,-21.9727,1.2207,78.6896,-77.2229,-101.1621,lunge
03:51.4,0.9849,0.1797,-0.1118,-99.1821,29.541,36.8042,104.4141,-78.8324,-123.1073,lunge
03:51.4,0.9463,0.1362,-0.1602,47.1191,-5.127,-15.4419,103.0353,-80.2002,-127.4139,lunge
03:51.6,1.0049,0.2852,-0.1655,41.0767,-20.0806,-1.77,107.3914,-80.8649,-130.7098,lunge
03:51.6,0.9937,0.0474,-0.0742,-8.9111,-0.4883,10.9863,111.0608,-81.1011,-135.8569,lunge
03:51.6,0.9893,0.1064,-0.1108,14.5874,1.1597,-1.0986,115.3125,-81.5515,-141.6193,lunge
03:51.8,0.981,0.1226,-0.0967,5.0659,6.1035,-6.3477,114.3237,-81.7108,-141.405,lunge
03:51.8,0.9907,0.0796,-0.125,4.3335,3.54,0.5493,114.2358,-81.947,-142.8882,lunge
03:52.0,0.9883,0.0894,-0.0684,5.7373,8.2397,0.9766,109.303,-82.3096,-139.3231,lunge
03:52.2,0.9946,0.1089,-0.0586,5.7373,5.0659,-0.4272,106.8585,-82.6282,-137.5378,lunge
03:52.2,0.9829,0.0957,-0.041,12.207,7.9956,4.5166,103.5516,-83.2709,-135.5603,lunge
03:52.2,0.9951,0.1025,-0.0298,6.4087,5.249,2.1362,101.4423,-83.5236,-134.0332,lunge
03:52.4,0.9976,0.0923,-0.0288,5.7373,2.9907,2.3804,99.7119,-83.9795,-133.4235,lunge
03:52.4,0.9912,0.0884,-0.0308,3.8452,2.6855,2.1362,98.4155,-84.3365,-133.2806,lunge
03:52.6,1.0005,0.084,-0.0259,1.6479,1.2207,1.8311,97.2729,-84.5343,-133.2916,lunge
03:52.7,0.9985,0.0688,-0.0313,-0.3662,1.3428,1.1597,96.8719,-84.7046,-134.22,lunge
03:52.8,0.9937,0.0898,-0.0269,0.3052,2.3804,2.9297,95.6525,-85.0122,-134.231,lunge
03:52.9,1.0039,0.0742,-0.0215,-0.061,1.1597,0.6714,94.6417,-85.1935,-134.5056,lunge
03:53.0,1.002,0.0762,-0.022,0.2441,0.4272,1.0376,94.2023,-85.3748,-135.2142,lunge
03:53.0,0.998,0.0718,-0.0225,-0.1221,0.9155,-0.4272,94.1089,-85.3967,-136.225,lunge
03:53.2,1.0044,0.0669,-0.0166,-0.7935,0.1831,-0.4883,93.6804,-85.4022,-136.9281,lunge
03:53.3,0.998,0.0791,-0.0132,3.418,0.3662,-1.4648,93.5651,-85.3857,-137.6971,lunge
03:53.4,1.0005,0.0737,-0.0176,0.9766,0.6104,-1.0986,93.4497,-85.2704,-138.3948,lunge
03:53.6,1.0005,0.0942,-0.0171,1.4648,-2.0142,-2.2583,94.4714,-85.1331,-140.0977,lunge
03:53.6,0.998,0.0898,-0.0156,0.6714,-0.7935,-1.6479,95.1691,-84.9683,-141.5314,lunge
03:53.8,1.0029,0.0908,-0.0215,-0.3662,-0.7324,-1.5869,96.1963,-84.8035,-143.2947,lunge
03:53.8,0.9951,0.0859,-0.022,0.1221,-0.3662,-1.0376,96.795,-84.6552,-144.6021,lunge
03:54.0,1,0.0933,-0.0239,-0.3662,0.1221,-1.2817,97.3334,-84.5288,-145.7336,lunge
03:54.0,0.9995,0.1079,-0.0186,0.5493,-0.6104,0,97.7948,-84.5068,-146.7554,lunge
03:54.2,0.9971,0.0942,-0.0176,0,-0.1221,0.6104,98.0255,-84.4958,-147.5793,lunge
03:54.2,0.9966,0.1021,-0.0171,-0.1831,-0.5493,0.7324,98.476,-84.5178,-148.5022,lunge
03:54.3,0.9946,0.0894,-0.0195,-1.4648,0,0.2441,98.9099,-84.5233,-149.5953,lunge
03:54.4,0.9966,0.0942,-0.019,-0.4272,-0.1831,0.4883,99.4098,-84.5673,-150.672,lunge
03:54.6,0.9951,0.0869,-0.0239,0.3052,0.2441,-0.1831,100.0085,-84.5892,-151.8311,lunge
03:54.6,0.9985,0.0889,-0.0244,0.3052,-0.1831,0.1221,100.6403,-84.5837,-152.9132,lunge
03:54.8,0.999,0.0957,-0.0234,-0.9155,0.4272,-0.3662,100.9039,-84.5673,-153.5614,lunge
03:54.8,0.998,0.0884,-0.0225,-2.0142,1.0986,0.3052,100.1184,-84.5947,-153.3252,lunge
03:55.0,1.0015,0.0854,-0.0234,-1.0986,0.3052,-0.3052,99.2834,-84.6222,-152.9956,lunge
03:55.0,0.9922,0.0986,-0.0142,0.061,0.4883,0.1221,99.5636,-84.6277,-153.6053,lunge
03:55.2,1.0024,0.0801,-0.0176,-3.2959,-1.2207,-0.4883,99.7394,-84.5728,-154.4073,lunge
03:55.2,0.9971,0.1162,-0.0229,-6.4087,-0.9766,0.9766,99.9921,-84.4849,-155.1819,lunge
03:55.4,0.9995,0.0996,-0.0313,-6.0425,-0.9766,2.6855,101.7719,-84.5892,-157.8955,lunge
03:55.4,1.0063,0.0806,-0.0249,-3.9673,0.9155,1.77,102.1564,-84.7705,-158.8953,lunge
03:55.6,1.0288,0.0249,-0.0166,11.2305,2.1973,-5.6152,99.9152,-84.8145,-156.8408,lunge
03:55.6,0.9932,0.0664,0.001,12.6343,4.5776,-4.1504,93.7408,-84.6057,-149.7546,lunge
03:55.6,0.9512,0.1323,-0.0264,10.6201,-15.0146,2.5635,100.2887,-84.5563,-155.5554,lunge
03:55.9,0.9795,0.0801,-0.0444,4.9438,0.3662,-3.7842,103.8702,-84.0948,-158.9447,lunge
03:55.9,1.0024,0.1074,0,0.061,1.4038,-2.2583,103.0627,-83.6829,-157.6154,lunge
03:56.1,0.9912,0.1104,-0.0195,4.5166,-0.3662,-4.4556,101.8433,-83.2709,-156.2366,lunge
03:56.1,1.0073,0.1177,-0.0439,-4.0894,-0.7935,-1.2207,102.9529,-83.139,-157.5824,lunge
03:56.3,1.0142,0.1396,-0.0205,5.3711,4.5166,-0.5493,101.3983,-83.0402,-155.9235,lunge
03:56.3,0.9907,0.1338,-0.0249,0.4272,1.6479,-1.2817,100.415,-82.9633,-154.7589,lunge
03:56.5,0.9971,0.1484,0.0088,9.6436,8.1787,-5.188,95.9436,-82.782,-149.9194,lunge
03:56.5,0.9932,0.127,0.0049,1.709,6.1646,-0.7935,91.0986,-82.5018,-144.9646,lunge
03:56.7,0.9883,0.1245,0.001,-1.6479,2.0752,-4.0283,88.7585,-82.1887,-142.6959,lunge
03:56.7,0.9946,0.1289,-0.0059,-2.3193,-1.4038,1.2207,89.187,-82.1283,-143.443,lunge
03:56.9,0.9863,0.1582,-0.0034,-0.3662,-0.6104,-0.4883,89.3573,-82.1832,-143.6627,lunge
03:56.9,0.9951,0.1577,0.0029,-2.3193,-2.5635,0.5493,89.9231,-82.0844,-144.3274,lunge
03:57.0,0.9937,0.1182,-0.0142,-2.8687,-6.958,1.1597,92.9333,-82.0789,-147.7277,lunge
03:57.1,0.9873,0.1353,-0.0195,-0.1831,-3.0518,3.8452,96.5808,-82.5018,-151.6553,lunge
03:57.3,0.9902,0.1362,-0.0156,-0.4883,-1.6479,0.061,98.3002,-82.6611,-153.5944,lunge
03:57.3,0.9951,0.1323,-0.0205,0.5493,-1.709,1.3428,99.6295,-82.749,-155.061,lunge
03:57.4,0.9917,0.1284,-0.0259,-1.6479,-0.7324,1.8311,100.5084,-82.8094,-156.0004,lunge
03:57.5,0.9932,0.1182,-0.0283,-3.54,-1.2207,3.0518,101.6455,-83.0017,-157.4066,lunge
03:57.6,0.9961,0.1138,-0.0283,-0.1221,-0.4883,1.709,102.6563,-83.2269,-158.67,lunge
03:57.8,0.9922,0.1084,-0.0308,-0.9155,0.1221,-0.4272,102.876,-83.2324,-159.0216,lunge
03:57.8,0.9971,0.1143,-0.0298,-0.1221,0.6714,-0.061,102.5629,-83.2599,-158.8348,lunge
03:57.9,0.9976,0.1094,-0.0239,-0.061,0.7935,-0.5493,101.9916,-83.205,-158.2855,lunge
03:58.0,0.9956,0.1133,-0.0269,0.061,0.7324,-0.5493,101.3599,-83.1995,-157.6758,lunge
03:58.1,0.9932,0.1152,-0.0225,0.6714,0.9155,-0.5493,100.4919,-83.1445,-156.7639,lunge
03:58.2,0.9922,0.1255,-0.019,0.5493,0.3662,-0.4272,99.9371,-83.1226,-156.1157,lunge
03:58.4,0.9956,0.1221,-0.0166,-1.9531,0.6714,0.7324,99.5636,-83.15,-155.8575,lunge
03:58.4,0.9927,0.1143,-0.0132,-1.8921,0.9766,0.3052,98.3331,-83.194,-154.7974,lunge
03:58.5,0.9922,0.1211,-0.0093,-2.0142,0.1831,2.3193,97.8607,-83.3038,-154.5721,lunge
03:58.6,0.9932,0.1006,-0.0127,-2.9297,0.3662,0,97.9376,-83.3917,-155.0336,lunge
03:58.8,0.998,0.1216,-0.0063,0.9155,-0.4272,0,98.421,-83.4906,-155.6982,lunge
03:58.8,1.0024,0.1064,-0.0127,-1.4038,-0.7935,0.4883,99.4153,-83.5126,-156.8573,lunge
03:59.0,0.999,0.1133,-0.0195,-1.8311,-2.3804,0.7935,100.2997,-83.5181,-157.9285,lunge
03:59.0,0.9966,0.0928,-0.0293,-3.479,-2.9297,3.0518,102.4969,-83.6499,-160.5157,lunge
03:59.2,0.998,0.0894,-0.0327,-2.9907,-2.3193,2.0752,104.7052,-83.8312,-163.0481,lunge
03:59.2,1.0073,0.085,-0.0332,-1.5869,-1.77,0.2441,106.3477,-83.941,-164.9048,lunge
03:59.4,0.9937,0.0898,-0.0386,1.2817,-0.6104,0.9155,107.5726,-83.9905,-166.1847,lunge
03:59.4,1.001,0.0923,-0.0366,1.0376,-0.7935,-0.5493,108.6383,-84.0234,-167.146,lunge
03:59.6,0.9971,0.0928,-0.04,1.3428,-0.3052,0,109.671,-84.0125,-168.1128,lunge
03:59.6,0.9966,0.0908,-0.041,1.709,0.4272,-1.6479,109.671,-83.9685,-167.9535,lunge
03:59.8,0.9971,0.1138,-0.0308,1.2817,1.3428,0,108.9404,-84.0015,-167.0856,lunge
03:59.8,0.9927,0.0967,-0.0337,-0.061,1.3428,-2.3193,107.3749,-83.8312,-165.4486,lunge
04:00.0,0.9941,0.0986,-0.0308,0.6714,1.6479,-0.7324,106.5179,-83.8202,-164.6741,lunge
04:00.0,0.9976,0.1162,-0.0215,1.6479,2.8687,-2.3804,104.5129,-83.7323,-162.5153,lunge
04:00.1,0.9941,0.1118,-0.02,2.3804,1.6479,-0.7935,103.0023,-83.6279,-160.8563,lunge
04:00.2,0.9941,0.1152,-0.021,2.7466,0.6104,-0.6714,102.03,-83.5565,-159.6039,lunge
04:00.3,1.001,0.1191,-0.02,2.3804,0.1221,-0.1221,101.7883,-83.5455,-159.0985,lunge
04:00.5,0.9917,0.1143,-0.02,1.4038,1.2817,-0.4883,100.9204,-83.4961,-158.0383,lunge
04:00.5,0.9946,0.1162,-0.0166,1.9531,3.1128,-0.9155,99.234,-83.4576,-156.2091,lunge
04:00.7,0.9971,0.1504,0.0229,-0.1221,11.7188,-9.7656,92.6147,-83.183,-149.491,lunge
04:00.7,0.9844,0.1362,0.0308,-1.6479,17.334,-24.292,81.6504,-81.0461,-138.5596,lunge
04:00.9,0.981,0.2295,0.126,7.5073,13.2446,-25.0244,78.2117,-78.2446,-134.3408,lunge
04:00.9,0.9097,0.2666,0.0991,14.0991,-11.8408,0.7324,80.365,-77.6569,-135.1373,lunge
04:01.1,1.1631,0.0591,0.0708,5.3711,-22.2168,29.1748,91.0986,-79.5685,-144.9756,lunge
04:01.1,1.0903,0.2661,-0.0894,7.4463,-34.2407,38.0859,110.5444,-82.5897,-163.7183,lunge
