Time_s,ax_g,ay_g,az_g,wx_deg_s,wy_deg_s,wz_deg_s,AngleX_deg,AngleY_deg,AngleZ_deg,Label
57:18.3,0.873,0.2456,0.0503,21.6064,-18.6768,-7.0801,55.7721,-74.8773,-139.0759,squat 
57:18.5,0.9658,0.0396,0.1094,-16.9067,23.8647,15.625,54.4702,-76.6022,-142.6575,squat 
57:18.5,0.9858,0.2256,0.1094,0.9155,6.1646,-0.9766,53.7726,-77.6843,-143.9154,squat 
57:18.7,0.979,0.1758,0.0415,2.9907,-4.5776,-1.8311,55.8875,-78.2666,-148.8593,squat 
57:18.7,0.9917,0.1211,0.0645,-3.7842,-2.0142,-1.1597,55.3601,-78.5522,-151.4575,squat 
57:18.9,0.9937,0.0762,0.063,-22.7661,1.8311,-7.8125,57.8925,-78.7939,-157.8625,squat 
57:18.9,0.9546,0.0903,0.0039,-33.0811,-5.127,-12.3901,57.4146,-77.5964,-162.8394,squat 
57:19.1,1.0269,0.0161,0.0381,-30.9448,38.3911,-14.7095,53.0035,-76.8439,-164.3225,squat 
57:19.1,0.7534,0.2417,0.2339,4.8828,68.9087,-28.6865,37.1887,-70.5103,-151.7157,squat 
57:19.3,0.7524,0.2666,0.2563,-14.3433,67.0166,-33.8745,35.6891,-66.0553,-149.1174,squat 
57:19.3,0.6982,0.3633,0.4263,5.5542,30.3955,-38.3301,37.4744,-58.4418,-149.4141,squat 
57:19.5,0.7388,0.5264,0.5264,-5.3101,29.9683,-62.561,39.7815,-51.5753,-151.0291,squat 
57:19.5,0.7524,0.3433,0.5508,0.3052,32.7759,-50.8423,39.5233,-45.4614,-152.1716,squat 
57:19.7,0.6338,0.6582,0.6094,-5.0659,42.5415,-51.0864,40.4626,-39.8419,-152.0618,squat 
57:19.7,0.5469,0.5396,0.6924,-27.71,47.1191,-32.959,39.3915,-34.0906,-151.9574,squat 
57:19.9,0.3779,0.5928,0.769,-18.4937,52.3071,-28.8086,37.6172,-28.2404,-150.1117,squat 
57:19.9,0.4175,0.5615,0.8301,-23.5596,54.8706,-23.3154,35.4639,-22.6703,-147.3486,squat 
57:20.1,0.3218,0.4639,0.8218,-39.4287,49.4385,-11.9019,32.8271,-17.7429,-144.6735,squat 
57:20.1,0.186,0.4956,0.8667,1.2817,46.7529,-3.6011,30.4651,-13.6505,-141.416,squat 
57:20.3,0.1216,0.5625,0.9683,5.188,25.8789,-4.5776,30.5804,-10.2667,-138.8177,squat 
57:20.3,0.0752,0.5747,0.9497,10.437,5.7983,-0.1831,30.7782,-8.8385,-137.5433,squat 
57:20.5,0.1313,0.5386,0.8374,0.4272,-9.6436,-2.9907,31.2231,-8.6847,-137.1368,squat 
57:20.5,0.1064,0.6748,1.0513,6.1646,-18.0664,-0.5493,32.0911,-9.2834,-137.1094,squat 
57:20.7,0.1704,0.6016,1.019,1.4038,-76.8433,9.9487,31.7615,-13.255,-137.84,squat 
57:20.7,0.3765,0.6665,0.8594,27.0996,-125,28.9307,35.8264,-22.1814,-141.4984,squat 
57:21.0,0.5142,0.5425,0.6401,57.4341,-87.6465,75.1343,40.199,-33.2611,-142.7618,squat 
57:21.0,0.7627,0.7363,0.4946,83.0688,-46.3257,80.5054,46.1426,-42.6929,-139.7186,squat 
57:21.1,0.6191,0.5991,0.2666,11.3525,-67.3828,95.459,45.3845,-53.4375,-132.9016,squat 
57:21.2,0.6724,0.0444,0.1855,-51.0864,-105.3467,73.9136,42.5555,-63.4955,-132.2589,squat 
57:21.3,0.7388,-0.0234,0.2231,31.7383,-69.458,27.4048,41.9952,-70.7629,-133.7201,squat 
57:21.3,1.1348,0.0415,-0.0313,74.3408,-72.6318,12.3291,64.3414,-77.6239,-153.7866,squat 
57:21.5,1.1392,0.0293,-0.0767,20.5078,5.3711,2.0142,58.8867,-79.8541,-149.5953,squat 
57:21.5,0.9209,0.04,0.0278,15.625,11.2915,12.8174,48.0927,-80.5682,-140.5371,squat 
57:21.7,1.0234,0.0239,0.1167,12.8784,-9.9487,0.7324,42.5665,-81.2604,-137.9004,squat 
57:21.7,0.9839,-0.0176,0.0723,15.5029,1.6479,-8.9722,43.9838,-81.4911,-141.8829,squat 
57:22.0,1.0386,0.085,0.0981,-1.709,-0.4272,-3.418,43.8739,-81.1945,-144.2505,squat 
57:22.0,0.9673,0.001,0.105,-18.3105,8.3008,-26.7334,47.4719,-80.5133,-151.1115,squat 
57:22.1,1.123,0.0098,0.0713,-66.04,17.0898,-7.7515,50.8667,-79.0027,-161.6913,squat 
57:22.2,0.8032,-0.0415,0.2388,20.9961,97.6563,-16.2354,35.3265,-72.2131,-150.3589,squat 
57:22.4,0.6626,0.3623,0.1226,-1.2817,48.1567,-49.0723,35.3101,-67.7307,-150.0018,squat 
57:22.4,0.6587,0.1641,0.2139,-3.7842,76.1719,-19.104,34.3982,-60.1117,-148.5571,squat 
57:22.6,0.8296,0.4751,0.3608,-47.2412,18.7988,-53.9551,38.4686,-53.3276,-150.8588,squat 
57:22.6,0.6709,0.2876,0.563,-25.0244,29.6021,-51.4526,38.5181,-46.9006,-152.7649,squat 
57:22.6,0.7378,0.4951,0.561,5.7983,28.9917,-63.9038,39.9628,-41.2317,-153.501,squat 
57:22.7,0.6973,0.4941,0.6089,-38.3911,53.1616,-33.8135,38.54,-35.8649,-152.9297,squat 
57:23.0,0.4434,0.6338,0.7417,-28.9917,66.1011,-25.3906,33.6346,-29.0204,-148.9691,squat 
57:23.0,0.3892,0.438,0.8159,-18.9819,57.4951,-9.5825,30.1849,-23.291,-145.6897,squat 
57:23.1,0.3394,0.4302,0.8848,-9.7046,51.3306,-13.0615,28.114,-18.111,-142.2894,squat 
57:23.1,0.1836,0.4263,0.9512,-0.9155,44.9829,-10.5591,27.5153,-13.7494,-139.4769,squat 
57:23.2,0.1294,0.5127,0.9526,2.8687,24.7803,-6.8359,28.1195,-10.025,-137.818,squat 
57:23.4,0.0776,0.4956,0.9326,2.0752,15.2588,-6.8359,28.125,-7.8607,-136.5216,squat 
57:23.5,0.0859,0.5391,0.9956,3.54,-1.6479,-1.2817,28.7347,-6.9104,-135.7361,squat 
57:23.6,0.1064,0.5938,1.1719,12.5732,-44.3726,15.0146,29.7015,-8.4375,-135.1758,squat 
57:23.7,0.2354,0.5986,0.9502,-4.0283,-108.7646,16.2354,31.2341,-15.5786,-137.2083,squat 
57:23.8,0.4526,0.4839,0.751,47.6074,-111.5723,31.0669,34.8761,-25.8179,-141.1578,squat 
57:24.0,0.5947,0.7827,0.5898,36.377,-68.2373,81.2378,40.2924,-35.6287,-141.394,squat 
57:24.0,0.7373,0.4302,0.415,27.832,-55.481,88.1958,40.5835,-44.4287,-136.7084,squat 
57:24.0,0.6519,0.4556,0.3042,-27.4048,-75.3174,93.6279,40.4736,-54.8438,-132.3633,squat 
57:24.2,0.6436,-0.0171,0.2617,-10.5591,-36.438,62.7441,35.4254,-64.6106,-129.3695,squat 
57:24.3,0.7744,0.0581,0.1167,57.4951,-83.4351,24.1089,37.9083,-70.8124,-129.8474,squat 
57:24.4,1.0664,0.1372,0.0869,29.2358,-24.231,17.9443,49.032,-76.5637,-138.5486,squat 
57:24.5,1.082,-0.0273,0.0605,9.8877,-7.8735,9.3384,53.2672,-78.739,-143.6737,squat 
57:24.5,0.9648,0.0527,0.0518,32.2876,1.1597,-10.0098,50.9106,-79.3707,-143.1244,squat 
57:24.7,0.9917,0.0518,0.0693,-0.9155,-5.9204,0,52.1411,-79.8431,-146.7059,squat 
57:24.9,1.0195,0.0356,0.0547,-8.5449,-5.5542,1.5869,54.0967,-80.2716,-151.9904,squat 
57:24.9,0.9863,0.1094,0.0591,-7.9346,-2.8076,-13.1226,56.0138,-80.1123,-156.8573,squat 
57:25.1,0.9375,-0.0273,0.0049,-55.1147,6.5308,-33.6914,54.8987,-78.0194,-162.1582,squat 
57:25.1,0.8457,-0.0586,0.2271,-34.6069,106.2012,-14.9536,43.5223,-75.0696,-157.5879,squat 
57:25.2,0.8091,0.2866,0.1265,-25.6348,34.668,-28.7476,36.7053,-71.532,-153.3362,squat 
57:25.3,0.7529,0.208,0.3521,13.855,87.6465,-28.8086,32.8381,-65.1599,-149.9084,squat 
57:25.5,0.8867,0.5903,0.3677,-14.3433,23.1934,-31.7993,35.9637,-57.843,-151.3641,squat 
57:25.5,0.6255,0.4272,0.5078,-9.3384,33.3862,-47.9126,37.0679,-51.7456,-152.1991,squat 
57:25.5,0.6899,0.375,0.5107,19.8975,43.6401,-52.5513,38.2544,-45.8569,-152.9462,squat 
57:25.7,0.7271,0.5962,0.6079,-18.5547,36.6821,-56.5796,40.3693,-39.7815,-154.1492,squat 
57:25.8,0.5854,0.5269,0.6792,-23.9868,52.5513,-27.9541,38.0676,-34.4806,-153.0176,squat 
57:25.9,0.5327,0.5352,0.7329,-24.292,62.8052,-22.9492,34.9146,-27.8064,-150.2051,squat 
57:25.9,0.3408,0.5254,0.8008,-36.377,62.9272,-17.9443,31.4978,-22.0331,-146.4917,squat 
57:26.3,0.2393,0.5645,0.8755,-1.4038,48.584,-5.6152,29.3719,-17.4023,-142.9706,squat 
57:26.3,0.2119,0.4678,0.8921,-0.1831,22.0947,-12.2681,27.9492,-14.3097,-140.7843,squat 
57:26.3,0.1909,0.5449,0.9277,4.7607,20.2637,-14.8315,29.1467,-11.5631,-140.0812,squat 
57:26.4,0.1377,0.4834,0.9209,-5.6152,17.0898,2.5635,28.4161,-9.7009,-138.4113,squat 
57:26.5,0.1162,0.5063,0.9219,1.0986,3.1128,0.061,28.2953,-9.0033,-136.8622,squat 
57:26.7,0.1138,0.6392,1.0483,17.395,-12.6343,16.2964,28.938,-9.4757,-135.8624,squat 
57:26.9,0.1777,0.6709,1.0352,-7.9346,-76.7212,13.7329,29.295,-13.255,-135.368,squat 
57:26.9,0.3833,0.5146,0.8628,40.1611,-125.6714,17.4561,31.6846,-22.121,-138.6859,squat 
57:26.9,0.5044,0.5674,0.6045,56.0913,-93.4448,54.6265,37.9468,-33.1073,-141.5204,squat 
57:27.1,0.7114,0.5913,0.4741,31.7993,-46.936,82.4585,42.605,-41.9293,-139.3011,squat 
57:27.1,0.6733,0.5215,0.3687,18.7988,-47.9126,99.1211,40.9515,-50.7184,-132.7588,squat 
57:27.3,0.7588,0.125,0.2104,-68.3594,-101.4404,65.4907,35.7275,-60.1996,-127.7216,squat 
57:27.3,0.7397,0.0234,0.314,21.1182,-65.6738,29.3579,32.58,-67.912,-126.5076,squat 
57:27.5,0.855,-0.1772,0.127,69.1528,-75.0122,19.8364,36.4966,-74.2841,-128.6938,squat 
57:27.5,0.855,0.2061,0.0918,18.5547,5.8594,3.7842,39.0344,-76.5417,-128.2269,squat 
57:27.7,0.9536,0.0386,0.0967,-2.9907,-31.6162,3.0518,40.6879,-78.0249,-131.4569,squat 
57:27.7,0.979,-0.0371,0.0869,-13.6108,-6.8359,11.3525,40.0452,-79.2719,-133.9069,squat 
57:27.9,0.9404,0.0537,0.0566,-6.4087,-5.249,2.6245,42.7368,-79.8212,-138.4662,squat 
57:27.9,1.0151,0.0713,0.0698,-22.8882,15.0146,-5.7983,41.759,-79.6564,-140.4218,squat 
57:28.0,0.9902,-0.0234,0.0229,-56.9458,-13.7329,-4.0894,38.6609,-78.6237,-144.5032,squat 
57:28.2,1.002,-0.0127,0.084,-33.02,47.6074,-24.353,36.1121,-76.9373,-148.1506,squat 
57:28.2,0.8638,0.2578,0.2573,19.9585,32.5317,-18.5547,28.1909,-72.4219,-142.6904,squat 
57:28.3,0.7915,0.1958,0.2749,-7.3853,39.1846,-24.9634,27.6361,-67.3956,-143.6407,squat 
57:28.4,0.8037,0.397,0.4385,15.3198,64.209,-54.6265,31.0034,-62.2375,-145.7666,squat 
57:28.6,0.8159,0.3564,0.3843,10.5591,44.0063,-39.7949,34.7937,-56.239,-148.4912,squat 
57:28.6,0.7729,0.4453,0.4683,-0.1831,36.2549,-37.2925,37.2601,-50.8008,-149.2328,squat 
57:28.8,0.7002,0.3823,0.4888,-24.8413,33.8135,-35.8887,36.0077,-45.78,-149.0625,squat 
57:28.8,0.5762,0.5586,0.5933,-12.6953,39.3066,-38.0859,35.8923,-40.7153,-148.7329,squat 
57:29.0,0.6274,0.5142,0.6572,-16.7847,44.0063,-34.9731,33.6951,-34.5795,-147.887,squat 
57:29.0,0.5225,0.478,0.7495,-16.1133,49.8047,-31.1279,31.5857,-29.2401,-146.4423,squat 
57:29.2,0.4214,0.4858,0.8018,-28.0762,37.2314,-23.1323,29.1577,-24.8071,-144.5526,squat 
57:29.2,0.3911,0.46,0.833,0.1831,45.9595,-6.5918,27.301,-21.0223,-142.1741,squat 
57:29.4,0.3081,0.4058,0.8701,-0.3052,37.5366,7.6294,25.8014,-17.6166,-138.7683,squat 
57:29.4,0.2134,0.4512,0.9023,7.9346,26.2451,-2.7466,25.8948,-14.5404,-136.1371,squat 
57:29.6,0.1865,0.4678,0.9282,8.667,20.0195,-7.8125,26.5924,-12.2168,-134.6869,squat 
57:29.6,0.1572,0.4976,0.9341,4.4556,6.2256,-6.2866,27.3395,-10.9259,-133.9453,squat 
57:29.8,0.1563,0.4917,0.9458,-0.4272,-2.3193,0.4883,27.5262,-10.5579,-133.4125,squat 
57:29.8,0.1514,0.5903,1.0771,0.7935,-29.541,13.1836,27.8833,-12.2278,-132.8522,squat 
57:30.0,0.2529,0.5498,0.9819,25.8179,-89.1724,13.3057,29.4049,-18.2758,-133.3081,squat 
57:30.1,0.4468,0.564,0.7881,20.9961,-126.3428,24.9023,34.1345,-28.125,-137.7026,squat 
57:30.1,0.6201,0.5059,0.5229,80.7495,-68.4204,52.5513,39.6497,-37.8754,-138.8452,squat 
57:30.2,0.6235,0.5962,0.4263,14.8315,-24.8413,83.6182,44.4067,-45.3021,-135.1978,squat 
57:30.3,0.7935,0.5288,0.3188,20.6299,-58.1055,76.9653,42.1436,-53.7012,-129.8254,squat 
57:30.5,0.6948,0.0669,0.2534,-37.7197,-76.1719,51.2695,39.3146,-62.4518,-128.3588,squat 
57:30.5,0.7988,0.0386,0.1646,11.9019,-71.228,33.1421,41.8909,-70.1697,-132.7368,squat 
57:30.7,0.958,-0.0361,0.0806,48.7061,-9.2163,22.8271,50.8063,-75.965,-141.1139,squat 
57:30.7,0.9292,0.0776,0.1128,21.3013,5.6152,20.813,52.1796,-77.6898,-140.5646,squat 
57:30.9,0.9639,0.0293,0.0796,-19.4092,-3.9673,9.1553,48.7628,-79.0631,-139.801,squat 
57:30.9,0.9229,0.1323,0.1196,-10.3149,6.1646,-3.479,49.7461,-79.4751,-143.5693,squat 
57:31.1,1.0327,0.1553,0.0513,-6.4697,-8.3008,-6.5918,52.8058,-79.5245,-149.9524,squat 
57:31.1,0.9883,0.1563,0.061,0.7324,0.4883,-1.5259,55.6293,-79.6674,-155.8301,squat 
57:31.3,0.9985,0.1836,0.043,-0.3052,0.9155,-3.6011,56.7114,-79.6454,-159.2303,squat 
57:31.3,0.9888,0.1377,0.0532,-4.6997,3.1128,-0.7935,57.7386,-79.585,-162.6471,squat 
57:31.5,0.999,0.1538,0.0537,3.2349,0.9766,-1.5259,57.6617,-79.552,-164.4543,squat 
57:31.5,0.9839,0.1572,0.0581,0,0.6714,-0.7324,57.843,-79.4641,-166.0968,squat 
57:31.6,0.9834,0.1475,0.0562,1.3428,0.6714,0.8545,58.3374,-79.541,-168.1073,squat 
57:31.8,0.9893,0.1235,0.0391,0.8545,4.1504,3.7842,57.052,-79.7607,-168.316,squat 
57:31.8,1.001,0.1328,0.0308,3.9063,8.606,3.9673,54.1241,-79.9475,-166.8054,squat 
57:32.0,1.0015,0.1421,0.0518,9.0332,9.1553,2.8687,49.6582,-79.6619,-163.4491,squat 
57:32.0,0.9697,0.1899,0.1021,-1.5869,11.5356,3.6011,44.9835,-79.2059,-159.8071,squat 
57:32.2,1.0371,0.1021,0.1357,0.5493,11.9629,3.9063,40.8087,-78.7994,-157.0056,squat 
57:32.2,0.9438,0.165,0.1563,10.6201,13.916,-1.709,36.8646,-77.5854,-153.2538,squat 
57:32.4,0.9878,0.1289,0.2021,-7.019,2.6855,3.479,34.6783,-76.9757,-151.9574,squat 
57:32.4,0.9692,0.1587,0.2207,-1.4648,6.958,-2.5024,32.0471,-76.5143,-150.3699,squat 
57:32.5,0.9575,0.1108,0.2026,-12.5732,2.3804,1.4038,31.0144,-76.1133,-150.8038,squat 
57:32.6,1.0229,0.063,0.1938,-22.8882,-2.3804,5.7983,29.2236,-76.2067,-150.8752,squat 
57:32.9,0.9468,0.0913,0.2339,7.6294,9.5825,-6.8359,27.2845,-75.3937,-150.249,squat 
57:32.9,0.981,0.0942,0.2617,3.0518,4.0894,-13.3667,29.4049,-74.8389,-152.9132,squat 
57:32.9,0.9697,0.1587,0.2861,31.311,0.6714,-26.4282,38.1775,-74.0149,-160.4553,squat 
57:33.0,0.9199,0.2627,0.3418,34.9121,27.6489,-34.4238,46.2085,-70.4718,-165.6903,squat 
57:33.2,0.9092,0.2437,0.3003,27.2827,-10.6201,19.7754,45.7086,-70.6421,-164.0588,squat 
57:33.2,0.8984,0.3496,0.3569,17.7002,-2.2583,4.1504,42.9675,-71.554,-159.2798,squat 
57:33.5,0.8301,0.3823,0.4834,-1.1597,-8.2397,-1.2817,43.0719,-70.2686,-157.6483,squat 
57:33.5,0.9517,0.0454,0.228,74.7681,-22.3389,-34.8511,45.8844,-71.4386,-161.1584,squat 
57:33.7,1.0713,-0.0078,-0.3633,46.6919,-131.3477,8.5449,71.5704,-74.696,174.6771,squat 
57:33.7,0.8638,0.2104,-0.0942,-98.0225,-89.4165,37.6587,70.4663,-77.1185,171.2439,squat 
57:33.8,0.8213,0.4395,-0.0586,-5.9204,4.7607,14.2822,85.9406,-78.728,154.0118,squat 
57:33.8,0.9609,0.2876,-0.125,-27.71,-27.1606,0,99.5032,-79.9695,135.5438,squat 
57:34.0,1.0552,0.2998,-0.1475,18.5547,-7.5684,-3.0518,112.3022,-79.8376,121.5857,squat 
57:34.0,0.9961,0.2261,-0.1719,11.3525,11.0474,6.1646,116.1914,-79.4476,117.2241,squat 
57:34.2,0.9985,0.2485,-0.0923,-0.7324,26.5503,-5.0659,117.8394,-79.4037,115.2521,squat 
57:34.4,0.9722,0.2002,-0.0493,9.7046,11.2305,-5.4321,105.7599,-79.7992,125.1398,squat 
57:34.4,0.9707,0.0254,-0.0024,-5.0049,11.4746,-1.1597,102.2552,-79.4257,126.6504,squat 
57:34.4,0.9932,0.208,-0.0259,8.8501,2.3193,1.1597,101.4532,-79.7772,127.359,squat 
57:34.5,1.0029,0.1318,-0.0581,44.0674,-3.0518,7.5073,104.1669,-80.5188,125.6946,squat 
57:34.7,0.9814,0.2261,-0.0649,11.8408,-10.1318,4.1504,113.3734,-80.9033,118.0206,squat 
57:34.7,0.9805,0.1812,-0.106,9.8267,-6.3477,-2.8687,118.4766,-80.4968,112.2363,squat 
57:35.0,0.9766,0.1714,-0.1021,-0.3052,-6.5918,-2.0142,121.0254,-80.1453,108.4021,squat 
57:35.2,0.9751,0.1445,-0.1152,-0.1221,-4.3945,-1.3428,122.7722,-79.8047,104.837,squat 
57:35.2,0.9805,0.1782,-0.1138,0.6104,-3.6011,-1.8921,123.9093,-79.4202,101.9696,squat 
57:35.2,0.9902,0.168,-0.1157,-1.3428,-2.8687,0.2441,124.7223,-79.1565,99.4427,squat 
57:35.4,0.9834,0.1631,-0.123,-3.8452,-0.9155,-0.9766,125.1727,-78.9697,97.1356,squat 
57:35.4,0.9834,0.1465,-0.125,-2.5024,-1.0986,-0.4272,125.1068,-78.8544,95.3778,squat 
57:35.4,0.9785,0.1675,-0.1226,0.7324,0.6104,-1.5259,124.9915,-78.7775,93.9331,squat 
57:35.6,0.9766,0.1753,-0.1172,-1.9531,0.1831,0.1831,124.7717,-78.6841,92.7905,squat 
57:35.6,0.9839,0.1636,-0.1201,0.1221,-0.1831,-0.6104,125.1837,-78.6127,90.9778,squat 
57:35.8,0.981,0.1826,-0.1274,0.6104,-1.2207,-0.3052,125.4144,-78.5742,89.5331,squat 
57:35.8,0.9819,0.1616,-0.1201,-2.3193,-0.5493,1.0986,125.5573,-78.6237,88.1378,squat 
57:36.1,0.9814,0.1646,-0.1211,-0.4272,-1.0376,0.8545,125.9692,-78.6346,86.5778,squat 
57:36.1,0.9863,0.1558,-0.1284,0.4272,-0.3052,0.9155,126.6559,-78.6127,84.8529,squat 
57:36.3,0.9814,0.1553,-0.127,1.4038,0.061,0.9155,127.1558,-78.6346,83.4412,squat 
57:36.3,0.9824,0.1577,-0.126,1.0986,1.4038,0.3662,127.4524,-78.6841,82.3206,squat 
57:36.5,0.9854,0.1655,-0.125,0.4883,-0.8545,1.4648,127.7271,-78.717,81.2439,squat 
57:36.7,0.9844,0.1606,-0.1284,-1.0376,0,0.1831,127.7435,-78.717,80.3485,squat 
57:36.7,0.9795,0.1602,-0.1274,-1.2817,-0.3662,0.061,127.8699,-78.6676,79.3213,squat 
57:36.7,0.9834,0.1519,-0.1265,-1.0986,0.061,0,127.9193,-78.6072,78.4039,squat 
57:36.9,0.9824,0.1626,-0.1235,-1.5869,0.061,-1.2817,127.5952,-78.5522,78.0579,squat 
57:37.0,0.9722,0.1665,-0.1172,0.6714,0.1831,0.1831,127.5952,-78.5083,77.4426,squat 
57:37.1,0.9902,0.1484,-0.127,-0.5493,-0.8545,0.5493,128.15,-78.5028,76.2561,squat 
57:37.1,0.9795,0.1489,-0.1318,1.77,1.1597,0.4272,128.7817,-78.5028,75.0916,squat 
57:37.2,0.9819,0.147,-0.1279,1.2207,0.3662,-0.1221,129.1168,-78.4973,74.3115,squat 
57:37.5,0.9849,0.1689,-0.1289,0.7324,-0.1221,-0.7935,129.0179,-78.4534,74.0259,squat 
57:37.5,0.9771,0.1582,-0.1294,0.4272,0.7935,-0.5493,128.8477,-78.3984,73.7402,squat 
57:37.6,0.9805,0.1616,-0.1309,-0.7324,0,-0.7935,128.5675,-78.338,73.4766,squat 
57:37.6,0.979,0.1655,-0.1284,-1.6479,0.1831,-0.4883,128.3093,-78.2446,73.158,squat 
57:37.7,0.9824,0.166,-0.127,-0.9766,-0.8545,-0.8545,128.172,-78.1622,72.7515,squat 
57:37.8,0.9849,0.1523,-0.1323,-1.77,-2.0752,0.9155,128.0676,-78.1348,72.3889,squat 
57:38.0,0.979,0.1611,-0.1289,0.4883,0.5493,0.6104,128.2654,-78.1732,71.8231,squat 
57:38.2,0.9834,0.1689,-0.1279,0,0.6104,0.2441,128.5181,-78.2172,71.3177,squat 
57:38.2,0.9849,0.1533,-0.1299,1.1597,-0.4883,0.2441,128.5785,-78.2281,70.9882,squat 
57:38.5,0.9824,0.1626,-0.1294,-0.2441,0,0.3052,128.7872,-78.2281,70.5542,squat 
57:38.5,0.9775,0.1641,-0.1274,-0.6714,0.1221,0,128.8641,-78.2391,70.2026,squat 
57:38.5,0.9839,0.1499,-0.1289,0.3662,0.1221,0.7324,129.0125,-78.2281,69.7412,squat 
57:38.5,0.9771,0.1567,-0.1299,0,0.3052,0.1221,129.1498,-78.2886,69.3622,squat 
57:38.6,0.9824,0.1504,-0.1313,-0.2441,-0.6714,0.2441,129.3365,-78.2996,68.9227,squat 
57:38.6,0.9795,0.1553,-0.1328,0.8545,0.1831,-0.3052,129.5398,-78.2666,68.5107,squat 
57:38.8,0.981,0.1616,-0.1304,0.5493,-0.1221,-0.1221,129.6332,-78.2666,68.2745,squat 
57:38.8,0.9819,0.1567,-0.1333,0.8545,0,-0.061,129.7046,-78.2336,68.0603,squat 
57:39.0,0.9771,0.1675,-0.1313,-0.6104,-0.1221,-0.061,129.776,-78.2611,67.8351,squat 
57:39.2,0.9834,0.1563,-0.1353,-1.1597,-1.2817,0.7324,129.7925,-78.2446,67.5549,squat 
57:39.2,0.9795,0.1567,-0.1343,-1.5259,-0.6104,0.1831,129.9573,-78.2227,67.0715,squat 
57:39.3,0.9829,0.1558,-0.1333,-0.9155,-0.6104,0.1831,130.1276,-78.1952,66.5881,squat 
57:39.4,0.9854,0.1523,-0.1372,-0.4883,-1.2207,0.3662,130.3857,-78.1677,66.0992,squat 
57:39.5,0.9844,0.1494,-0.1333,0.6104,1.5259,0.3662,130.6384,-78.2336,65.6818,squat 
57:39.7,0.979,0.1533,-0.1343,0.5493,-0.1831,0,130.589,-78.2666,65.6653,squat 
57:39.9,0.9834,0.1528,-0.1309,0.9766,-1.2207,0.061,130.8032,-78.2446,65.4236,squat 
57:39.9,0.9844,0.1538,-0.1362,1.2207,-0.3662,0.4272,131.2646,-78.2281,64.9292,squat 
57:39.9,0.9766,0.1592,-0.1353,0.1221,0.1221,-0.061,131.5997,-78.2007,64.5117,squat 
57:40.1,0.9824,0.1519,-0.1377,-0.1831,-0.8545,0.3052,131.8195,-78.1622,64.1547,squat 
57:40.1,0.9829,0.1426,-0.1416,-0.4272,-0.6104,0.8545,132.2644,-78.1567,63.501,squat 
57:40.2,0.9795,0.1558,-0.1392,0,0.061,1.0986,132.9126,-78.1842,62.7429,squat 
57:40.6,0.9805,0.1353,-0.1406,0.7935,-1.1597,0.7324,133.5498,-78.1512,61.9684,squat 
57:40.6,0.9854,0.1499,-0.1455,0.7324,-0.8545,0.3662,134.0387,-78.1348,61.4465,squat 
57:40.6,0.9775,0.1592,-0.1436,0.1831,-0.1221,0.5493,134.3573,-78.1458,61.0345,squat 
57:40.6,0.9878,0.1357,-0.147,-0.4272,-0.6714,0.9766,134.7253,-78.1348,60.4138,squat 
57:40.8,0.979,0.1436,-0.1489,0.061,0.4883,0.3662,135.0385,-78.1458,59.8865,squat 
57:40.8,0.9844,0.1387,-0.1484,0,-1.0376,0.6104,135.3625,-78.1073,59.3811,squat 
57:41.0,0.9795,0.1426,-0.1494,0.8545,-0.1221,0.4883,135.6592,-78.1238,58.9911,squat 
57:41.0,0.9766,0.1401,-0.147,1.2207,0.6104,0.3662,135.8185,-78.1512,58.7274,squat 
57:41.3,0.9863,0.1377,-0.1484,0.061,-0.5493,0.2441,136.0602,-78.1952,58.3264,squat 
57:41.3,0.981,0.1377,-0.1499,-0.3662,-0.2441,0.3052,136.0767,-78.2062,58.1396,squat 
57:41.3,0.9824,0.1313,-0.147,-0.9766,-0.6714,0.4272,136.2415,-78.1952,57.7661,squat 
57:41.6,0.9824,0.1445,-0.1475,-0.4272,-0.3052,0.1221,136.4008,-78.2062,57.4475,squat 
57:41.6,0.981,0.1294,-0.1509,0.6714,1.5259,0.2441,136.4941,-78.1842,57.1783,squat 
57:41.6,0.981,0.1392,-0.1484,-0.2441,0.2441,-0.1831,136.3678,-78.2391,57.1948,squat 
57:41.7,0.9824,0.1421,-0.1494,-0.9766,-0.6104,-0.1831,136.2415,-78.2227,57.2168,squat 
57:42.0,0.9849,0.1411,-0.1504,-0.2441,-1.0986,-0.061,136.3074,-78.1622,57.0245,squat 
57:42.0,0.9805,0.1411,-0.1494,0.6714,0.3052,-0.3052,136.3678,-78.1512,56.8927,squat 
57:42.0,0.981,0.1411,-0.1509,1.1597,-0.5493,-0.1831,136.3348,-78.1567,56.8927,squat 
57:42.0,0.9834,0.1377,-0.147,-0.2441,0.9155,-0.061,136.3678,-78.1897,56.8433,squat 
57:42.3,0.9824,0.1436,-0.1489,0.061,0.1831,-0.4272,136.2524,-78.1952,56.8707,squat 
57:42.3,0.9819,0.1475,-0.146,-0.1221,-0.4272,-0.1831,136.2579,-78.1622,56.7883,squat 
57:42.9,0.9795,0.1401,-0.1475,0.4272,0.2441,0.3662,136.4667,-78.1567,56.5082,squat 
57:42.9,0.98,0.1372,-0.1479,-0.3052,-0.1221,0.6714,136.7139,-78.1622,56.1951,squat 
57:42.9,0.9844,0.1426,-0.1479,-0.1221,-0.3052,1.0376,137.0929,-78.2117,55.7501,squat 
